,host_country,game_year,event,medal_type,athlete_country
492,japan,2020,weightlifting - men's 96kg,silver,venezuela
493,japan,2020,weightlifting - men's 96kg,gold,qatar
494,japan,2020,weightlifting - men's 96kg,bronze,georgia
495,japan,2020,weightlifting - women's 76kg,bronze,mexico
496,japan,2020,weightlifting - women's 76kg,gold,ecuador
497,japan,2020,weightlifting - women's 76kg,silver,usa
498,japan,2020,weightlifting - men's 109kg,silver,armenia
499,japan,2020,weightlifting - men's 109kg,bronze,latvia
500,japan,2020,weightlifting - men's 109kg,gold,uzbekistan
501,japan,2020,equestrian - eventing individual,gold,germany
502,japan,2020,equestrian - eventing individual,silver,great britain
503,japan,2020,equestrian - eventing individual,bronze,australia
504,japan,2020,equestrian - dressage individual,silver,germany
505,japan,2020,equestrian - dressage individual,bronze,great britain
506,japan,2020,equestrian - dressage individual,gold,germany
507,japan,2020,equestrian - jumping individual,bronze,netherlands
508,japan,2020,equestrian - jumping individual,gold,great britain
509,japan,2020,equestrian - jumping individual,silver,sweden
510,japan,2020,modern pentathlon - men's individual,bronze,south korea
511,japan,2020,modern pentathlon - men's individual,silver,egypt
512,japan,2020,modern pentathlon - men's individual,gold,great britain
513,japan,2020,modern pentathlon - women's individual,bronze,hungary
514,japan,2020,modern pentathlon - women's individual,gold,great britain
515,japan,2020,modern pentathlon - women's individual,silver,lithuania
516,japan,2020,athletics - women's 1500m,gold,kenya
517,japan,2020,athletics - women's 1500m,bronze,netherlands
518,japan,2020,athletics - women's 1500m,silver,great britain
519,japan,2020,athletics - men's triple jump,bronze,burkina faso
520,japan,2020,athletics - men's triple jump,silver,china
521,japan,2020,athletics - men's triple jump,gold,portugal
522,japan,2020,athletics - women's 3000m steeplechase,gold,uganda
523,japan,2020,athletics - women's 3000m steeplechase,silver,usa
524,japan,2020,athletics - women's 3000m steeplechase,bronze,kenya
525,japan,2020,athletics - men's shot put,gold,usa
526,japan,2020,athletics - men's shot put,bronze,new zealand
527,japan,2020,athletics - men's shot put,silver,usa
528,japan,2020,athletics - women's long jump,silver,usa
529,japan,2020,athletics - women's long jump,bronze,nigeria
530,japan,2020,athletics - women's long jump,gold,germany
531,japan,2020,athletics - women's 5000m,gold,netherlands
532,japan,2020,athletics - women's 5000m,bronze,ethiopia
533,japan,2020,athletics - women's 5000m,silver,kenya
534,japan,2020,athletics - men's marathon,gold,kenya
535,japan,2020,athletics - men's marathon,bronze,belgium
536,japan,2020,athletics - men's marathon,silver,netherlands
537,japan,2020,athletics - women's javelin throw,bronze,australia
538,japan,2020,athletics - women's javelin throw,gold,china
539,japan,2020,athletics - women's javelin throw,silver,poland
540,japan,2020,athletics - men's 110m hurdles,bronze,jamaica
541,japan,2020,athletics - men's 110m hurdles,gold,jamaica
542,japan,2020,athletics - men's 110m hurdles,silver,usa
543,japan,2020,athletics - men's long jump,gold,greece
544,japan,2020,athletics - men's long jump,bronze,cuba
545,japan,2020,athletics - men's long jump,silver,cuba
546,japan,2020,athletics - men's javelin throw,gold,india
547,japan,2020,athletics - men's javelin throw,bronze,czechia
548,japan,2020,athletics - men's javelin throw,silver,czechia
549,japan,2020,athletics - men's 50km race walk,silver,germany
550,japan,2020,athletics - men's 50km race walk,bronze,canada
551,japan,2020,athletics - men's 50km race walk,gold,poland
552,japan,2020,athletics - men's 200m,bronze,usa
553,japan,2020,athletics - men's 200m,silver,usa
554,japan,2020,athletics - men's 200m,gold,canada
555,japan,2020,athletics - women's 400m,bronze,usa
556,japan,2020,athletics - women's 400m,silver,dominican republic
557,japan,2020,athletics - women's 400m,gold,bahamas
558,japan,2020,athletics - women's 100m,bronze,jamaica
559,japan,2020,athletics - women's 100m,silver,jamaica
560,japan,2020,athletics - women's 100m,gold,jamaica
561,japan,2020,athletics - women's marathon,gold,kenya
562,japan,2020,athletics - women's marathon,bronze,usa
563,japan,2020,athletics - women's marathon,silver,kenya
564,japan,2020,athletics - women's triple jump,bronze,spain
565,japan,2020,athletics - women's triple jump,silver,portugal
566,japan,2020,athletics - women's triple jump,gold,venezuela
567,japan,2020,athletics - men's 800m,silver,kenya
568,japan,2020,athletics - men's 800m,bronze,poland
569,japan,2020,athletics - men's 800m,gold,kenya
570,japan,2020,athletics - women's shot put,bronze,new zealand
571,japan,2020,athletics - women's shot put,gold,china
572,japan,2020,athletics - women's shot put,silver,usa
573,japan,2020,athletics - women's 20km race walk,silver,colombia
574,japan,2020,athletics - women's 20km race walk,bronze,china
575,japan,2020,athletics - women's 20km race walk,gold,italy
576,japan,2020,athletics - women's pole vault,gold,usa
577,japan,2020,athletics - women's pole vault,silver,roc
578,japan,2020,athletics - women's pole vault,bronze,great britain
579,japan,2020,athletics - women's hammer throw,silver,china
580,japan,2020,athletics - women's hammer throw,gold,poland
581,japan,2020,athletics - women's hammer throw,bronze,poland
582,japan,2020,athletics - women's 100m hurdles,gold,puerto rico
583,japan,2020,athletics - women's 100m hurdles,bronze,jamaica
584,japan,2020,athletics - women's 100m hurdles,silver,usa
585,japan,2020,athletics - men's high jump,bronze,belarus
586,japan,2020,athletics - men's high jump,gold,italy
587,japan,2020,athletics - men's high jump,gold,qatar
588,japan,2020,athletics - women's discus throw,gold,usa
589,japan,2020,athletics - women's discus throw,silver,germany
590,japan,2020,athletics - women's discus throw,bronze,cuba
591,japan,2020,"athletics - women's 10,000m",silver,bahrain
592,japan,2020,"athletics - women's 10,000m",gold,netherlands
593,japan,2020,"athletics - women's 10,000m",bronze,ethiopia
594,japan,2020,athletics - men's hammer throw,gold,poland
595,japan,2020,athletics - men's hammer throw,silver,norway
596,japan,2020,athletics - men's hammer throw,bronze,poland
597,japan,2020,athletics - men's 3000m steeplechase,bronze,kenya
598,japan,2020,athletics - men's 3000m steeplechase,silver,ethiopia
599,japan,2020,athletics - men's 3000m steeplechase,gold,morocco
600,japan,2020,athletics - women's 800m,gold,usa
601,japan,2020,athletics - women's 800m,bronze,usa
602,japan,2020,athletics - women's 800m,silver,great britain
603,japan,2020,athletics - men's decathlon,gold,canada
604,japan,2020,athletics - men's decathlon,silver,france
605,japan,2020,athletics - men's decathlon,bronze,australia
606,japan,2020,athletics - men's 100m,bronze,canada
607,japan,2020,athletics - men's 100m,gold,italy
608,japan,2020,athletics - men's 100m,silver,usa
609,japan,2020,athletics - men's pole vault,bronze,brazil
610,japan,2020,athletics - men's pole vault,silver,usa
611,japan,2020,athletics - men's pole vault,gold,sweden
612,japan,2020,athletics - women's 400m hurdles,bronze,netherlands
613,japan,2020,athletics - women's 400m hurdles,gold,usa
614,japan,2020,athletics - women's 400m hurdles,silver,usa
615,japan,2020,"athletics - men's 10,000m",gold,ethiopia
616,japan,2020,"athletics - men's 10,000m",silver,uganda
617,japan,2020,"athletics - men's 10,000m",bronze,uganda
618,japan,2020,athletics - men's 400m hurdles,gold,norway
619,japan,2020,athletics - men's 400m hurdles,bronze,brazil
620,japan,2020,athletics - men's 400m hurdles,silver,usa
621,japan,2020,athletics - men's discus throw,gold,sweden
622,japan,2020,athletics - men's discus throw,bronze,austria
623,japan,2020,athletics - men's discus throw,silver,sweden
624,japan,2020,athletics - women's 200m,silver,namibia
625,japan,2020,athletics - women's 200m,bronze,usa
626,japan,2020,athletics - women's 200m,gold,jamaica
627,japan,2020,athletics - women's high jump,bronze,ukraine
628,japan,2020,athletics - women's high jump,gold,roc
629,japan,2020,athletics - women's high jump,silver,australia
630,japan,2020,athletics - men's 20km race walk,silver,japan
631,japan,2020,athletics - men's 20km race walk,bronze,japan
632,japan,2020,athletics - men's 20km race walk,gold,italy
633,japan,2020,athletics - men's 400m,bronze,grenada
634,japan,2020,athletics - men's 400m,silver,colombia
635,japan,2020,athletics - men's 400m,gold,bahamas
636,japan,2020,athletics - women's heptathlon,bronze,netherlands
637,japan,2020,athletics - women's heptathlon,gold,belgium
638,japan,2020,athletics - women's heptathlon,silver,netherlands
639,japan,2020,athletics - men's 1500m,silver,kenya
640,japan,2020,athletics - men's 1500m,gold,norway
641,japan,2020,athletics - men's 1500m,bronze,great britain
642,japan,2020,athletics - men's 5000m,silver,canada
643,japan,2020,athletics - men's 5000m,bronze,usa
644,japan,2020,athletics - men's 5000m,gold,uganda
645,japan,2020,swimming - men's 400m individual medley,bronze,australia
646,japan,2020,swimming - men's 400m individual medley,silver,usa
647,japan,2020,swimming - men's 400m individual medley,gold,usa
648,japan,2020,swimming - women's 800m freestyle,gold,usa
649,japan,2020,swimming - women's 800m freestyle,silver,australia
650,japan,2020,swimming - women's 800m freestyle,bronze,italy
651,japan,2020,swimming - women's 100m breaststroke,bronze,usa
652,japan,2020,swimming - women's 100m breaststroke,gold,usa
653,japan,2020,swimming - women's 100m breaststroke,silver,south africa
654,japan,2020,swimming - men's 200m breaststroke,silver,netherlands
655,japan,2020,swimming - men's 200m breaststroke,gold,australia
656,japan,2020,swimming - men's 200m breaststroke,bronze,finland
657,japan,2020,swimming - women's 50m freestyle,bronze,denmark
658,japan,2020,swimming - women's 50m freestyle,gold,australia
659,japan,2020,swimming - women's 50m freestyle,silver,sweden
660,japan,2020,swimming - women's 200m butterfly,gold,china
661,japan,2020,swimming - women's 200m butterfly,bronze,usa
662,japan,2020,swimming - women's 200m butterfly,silver,usa
663,japan,2020,swimming - women's 200m backstroke,bronze,australia
664,japan,2020,swimming - women's 200m backstroke,gold,australia
665,japan,2020,swimming - women's 200m backstroke,silver,canada
666,japan,2020,swimming - women's 1500m freestyle,silver,usa
667,japan,2020,swimming - women's 1500m freestyle,gold,usa
668,japan,2020,swimming - women's 1500m freestyle,bronze,germany
669,japan,2020,swimming - men's 400m freestyle,gold,tunisia
670,japan,2020,swimming - men's 400m freestyle,bronze,usa
671,japan,2020,swimming - men's 400m freestyle,silver,australia
672,japan,2020,swimming - men's 200m butterfly,gold,hungary
673,japan,2020,swimming - men's 200m butterfly,bronze,italy
674,japan,2020,swimming - men's 200m butterfly,silver,japan
675,japan,2020,swimming - women's 400m individual medley,silver,usa
676,japan,2020,swimming - women's 400m individual medley,bronze,usa
677,japan,2020,swimming - women's 400m individual medley,gold,japan
678,japan,2020,swimming - men's 100m freestyle,bronze,roc
679,japan,2020,swimming - men's 100m freestyle,gold,usa
680,japan,2020,swimming - men's 100m freestyle,silver,australia
681,japan,2020,swimming - women's 200m breaststroke,silver,usa
682,japan,2020,swimming - women's 200m breaststroke,bronze,usa
683,japan,2020,swimming - women's 200m breaststroke,gold,south africa
684,japan,2020,swimming - women's 100m backstroke,silver,canada
685,japan,2020,swimming - women's 100m backstroke,gold,australia
686,japan,2020,swimming - women's 100m backstroke,bronze,usa
687,japan,2020,swimming - men's 50m freestyle,gold,usa
688,japan,2020,swimming - men's 50m freestyle,bronze,brazil
689,japan,2020,swimming - men's 50m freestyle,silver,france
690,japan,2020,swimming - men's 200m freestyle,silver,great britain
691,japan,2020,swimming - men's 200m freestyle,gold,great britain
692,japan,2020,swimming - men's 200m freestyle,bronze,brazil
693,japan,2020,swimming - men's 100m backstroke,silver,roc
694,japan,2020,swimming - men's 100m backstroke,gold,roc
695,japan,2020,swimming - men's 100m backstroke,bronze,usa
696,japan,2020,swimming - men's 100m breaststroke,bronze,italy
697,japan,2020,swimming - men's 100m breaststroke,silver,netherlands
698,japan,2020,swimming - men's 100m breaststroke,gold,great britain
699,japan,2020,swimming - women's 100m freestyle,silver,"hong kong, china"
700,japan,2020,swimming - women's 100m freestyle,gold,australia
701,japan,2020,swimming - women's 100m freestyle,bronze,australia
702,japan,2020,swimming - men's 1500m freestyle,silver,ukraine
703,japan,2020,swimming - men's 1500m freestyle,bronze,germany
704,japan,2020,swimming - men's 1500m freestyle,gold,usa
705,japan,2020,swimming - women's 200m freestyle,gold,australia
706,japan,2020,swimming - women's 200m freestyle,bronze,canada
707,japan,2020,swimming - women's 200m freestyle,silver,"hong kong, china"
708,japan,2020,swimming - men's 800m freestyle,gold,usa
709,japan,2020,swimming - men's 800m freestyle,bronze,ukraine
710,japan,2020,swimming - men's 800m freestyle,silver,italy
711,japan,2020,swimming - men's 100m butterfly,silver,hungary
712,japan,2020,swimming - men's 100m butterfly,gold,usa
713,japan,2020,swimming - men's 100m butterfly,bronze,switzerland
714,japan,2020,swimming - women's 100m butterfly,gold,canada
715,japan,2020,swimming - women's 100m butterfly,bronze,australia
716,japan,2020,swimming - women's 100m butterfly,silver,china
717,japan,2020,swimming - men's 200m backstroke,gold,roc
718,japan,2020,swimming - men's 200m backstroke,silver,usa
719,japan,2020,swimming - men's 200m backstroke,bronze,great britain
720,japan,2020,swimming - women's 400m freestyle,silver,usa
721,japan,2020,swimming - women's 400m freestyle,bronze,china
722,japan,2020,swimming - women's 400m freestyle,gold,australia
723,japan,2020,swimming - men's 200m individual medley,gold,china
724,japan,2020,swimming - men's 200m individual medley,bronze,switzerland
725,japan,2020,swimming - men's 200m individual medley,silver,great britain
726,japan,2020,swimming - women's 200m individual medley,gold,japan
727,japan,2020,swimming - women's 200m individual medley,silver,usa
728,japan,2020,swimming - women's 200m individual medley,bronze,usa
729,japan,2020,sailing - finn men,bronze,spain
730,japan,2020,sailing - finn men,gold,great britain
731,japan,2020,sailing - finn men,silver,hungary
732,japan,2020,sailing - laser radial women,gold,denmark
733,japan,2020,sailing - laser radial women,silver,sweden
734,japan,2020,sailing - laser radial women,bronze,netherlands
735,japan,2020,sailing - laser men,silver,croatia
736,japan,2020,sailing - laser men,bronze,norway
737,japan,2020,sailing - laser men,gold,australia
738,japan,2020,sailing - rs:x men,gold,netherlands
739,japan,2020,sailing - rs:x men,bronze,china
740,japan,2020,sailing - rs:x men,silver,france
741,japan,2020,sailing - rs:x women,bronze,great britain
742,japan,2020,sailing - rs:x women,silver,france
743,japan,2020,sailing - rs:x women,gold,china
744,japan,2020,cycling mountain bike - women's cross-country,gold,switzerland
745,japan,2020,cycling mountain bike - women's cross-country,bronze,switzerland
746,japan,2020,cycling mountain bike - women's cross-country,silver,switzerland
747,japan,2020,cycling mountain bike - men's cross-country,gold,great britain
748,japan,2020,cycling mountain bike - men's cross-country,silver,switzerland
749,japan,2020,cycling mountain bike - men's cross-country,bronze,spain
750,japan,2020,rowing - women's single sculls,silver,roc
751,japan,2020,rowing - women's single sculls,gold,new zealand
752,japan,2020,rowing - women's single sculls,bronze,austria
