,medal_type,participant_type,athlete_country,host_country,game_year
12287,bronze,GameTeam,france,china,2008
12288,gold,GameTeam,republic of korea,china,2008
12289,silver,GameTeam,italy,china,2008
12290,bronze,GameTeam,people's republic of china,china,2008
12291,gold,GameTeam,germany,china,2008
12292,silver,GameTeam,spain,china,2008
12293,bronze,GameTeam,australia,china,2008
12294,gold,GameTeam,netherlands,china,2008
12295,silver,GameTeam,people's republic of china,china,2008
12296,bronze,GameTeam,argentina,china,2008
12297,gold,GameTeam,hungary,china,2008
12298,silver,GameTeam,united states of america,china,2008
12299,bronze,GameTeam,serbia,china,2008
12300,gold,GameTeam,netherlands,china,2008
12301,silver,GameTeam,united states of america,china,2008
12302,bronze,GameTeam,australia,china,2008
12303,gold,GameTeam,great britain,china,2008
12304,silver,GameTeam,greece,china,2008
12305,bronze,GameTeam,denmark,china,2008
12306,gold,GameTeam,romania,china,2008
12307,silver,GameTeam,people's republic of china,china,2008
12308,bronze,GameTeam,belarus,china,2008
12309,gold,GameTeam,united states of america,china,2008
12310,silver,GameTeam,netherlands,china,2008
12311,bronze,GameTeam,romania,china,2008
12312,gold,GameTeam,netherlands,china,2008
12313,silver,GameTeam,finland,china,2008
12314,bronze,GameTeam,canada,china,2008
12315,gold,GameTeam,denmark,china,2008
12316,silver,GameTeam,poland,china,2008
12317,bronze,GameTeam,canada,china,2008
12318,gold,GameTeam,people's republic of china,china,2008
12319,silver,GameTeam,great britain,china,2008
12320,bronze,GameTeam,germany,china,2008
12321,gold,GameTeam,poland,china,2008
12322,silver,GameTeam,italy,china,2008
12323,bronze,GameTeam,france,china,2008
12324,gold,GameTeam,australia,china,2008
12325,silver,GameTeam,canada,china,2008
12326,bronze,GameTeam,new zealand,china,2008
12327,gold,GameTeam,great britain,china,2008
12328,silver,GameTeam,australia,china,2008
12329,bronze,GameTeam,france,china,2008
12330,gold,GameTeam,new zealand,china,2008
12331,silver,GameTeam,germany,china,2008
12332,bronze,GameTeam,great britain,china,2008
12333,gold,GameTeam,australia,china,2008
12334,silver,GameTeam,estonia,china,2008
12335,bronze,GameTeam,great britain,china,2008
12336,gold,GameTeam,canada,china,2008
12337,silver,GameTeam,great britain,china,2008
12338,bronze,GameTeam,united states of america,china,2008
12339,gold,GameTeam,republic of korea,china,2008
12340,silver,GameTeam,cuba,china,2008
12341,bronze,GameTeam,united states of america,china,2008
12342,gold,GameTeam,france,china,2008
12343,silver,GameTeam,iceland,china,2008
12344,bronze,GameTeam,spain,china,2008
12345,gold,GameTeam,norway,china,2008
12346,silver,GameTeam,russian federation,china,2008
12347,bronze,GameTeam,republic of korea,china,2008
12348,gold,GameTeam,belgium,china,2008
12349,silver,GameTeam,nigeria,china,2008
12350,bronze,GameTeam,brazil,china,2008
12351,gold,GameTeam,united states of america,china,2008
12352,silver,GameTeam,jamaica,china,2008
12353,bronze,GameTeam,great britain,china,2008
12354,gold,GameTeam,trinidad and tobago,china,2008
12355,silver,GameTeam,japan,china,2008
12356,bronze,GameTeam,brazil,china,2008
12357,gold,GameTeam,united states of america,china,2008
12358,silver,GameTeam,bahamas,china,2008
12359,bronze,GameTeam,great britain,china,2008
12360,gold,GameTeam,russian federation,china,2008
12361,silver,GameTeam,spain,china,2008
12362,bronze,GameTeam,people's republic of china,china,2008
12363,gold,GameTeam,russian federation,china,2008
12364,silver,GameTeam,spain,china,2008
12365,bronze,GameTeam,japan,china,2008
12366,gold,GameTeam,brazil,china,2008
12367,silver,GameTeam,united states of america,china,2008
12368,bronze,GameTeam,people's republic of china,china,2008
12369,gold,GameTeam,united states of america,china,2008
12370,silver,GameTeam,brazil,china,2008
12371,bronze,GameTeam,russian federation,china,2008
12372,gold,GameTeam,united states of america,china,2008
12373,silver,GameTeam,canada,china,2008
12374,bronze,GameTeam,switzerland,china,2008
12375,gold,GameTeam,people's republic of china,china,2008
12376,silver,GameTeam,russian federation,china,2008
12377,bronze,GameTeam,germany,china,2008
12378,gold,GameTeam,people's republic of china,china,2008
12379,silver,GameTeam,germany,china,2008
12380,bronze,GameTeam,russian federation,china,2008
12381,gold,GameTeam,people's republic of china,china,2008
12382,silver,GameTeam,russian federation,china,2008
12383,bronze,GameTeam,ukraine,china,2008
12384,gold,GameTeam,people's republic of china,china,2008
12385,silver,GameTeam,australia,china,2008
12386,bronze,GameTeam,mexico,china,2008
12387,gold,GameTeam,japan,china,2008
12388,silver,GameTeam,united states of america,china,2008
12389,bronze,GameTeam,australia,china,2008
12390,gold,GameTeam,germany,china,2008
12391,silver,GameTeam,australia,china,2008
12392,bronze,GameTeam,great britain,china,2008
12393,gold,GameTeam,spain,china,2008
12394,silver,GameTeam,australia,china,2008
12395,bronze,GameTeam,argentina,china,2008
12396,gold,GameTeam,australia,china,2008
12397,silver,GameTeam,netherlands,china,2008
12398,bronze,GameTeam,brazil,china,2008
12399,gold,GameTeam,great britain,china,2008
12400,silver,GameTeam,netherlands,china,2008
12401,bronze,GameTeam,greece,china,2008
12402,gold,GameTeam,denmark,china,2008
12403,silver,GameTeam,spain,china,2008
12404,bronze,GameTeam,germany,china,2008
12405,gold,GameTeam,great britain,china,2008
12406,silver,GameTeam,brazil,china,2008
12407,bronze,GameTeam,sweden,china,2008
12408,gold,GameTeam,australia,china,2008
12409,silver,GameTeam,great britain,china,2008
12410,bronze,GameTeam,france,china,2008
12411,gold,GameTeam,people's republic of china,china,2008
12412,silver,GameTeam,republic of korea,china,2008
12413,bronze,GameTeam,people's republic of china,china,2008
12414,gold,GameTeam,republic of korea,china,2008
12415,silver,GameTeam,indonesia,china,2008
12416,bronze,GameTeam,people's republic of china,china,2008
12417,gold,GameTeam,indonesia,china,2008
12418,silver,GameTeam,people's republic of china,china,2008
12419,bronze,GameTeam,republic of korea,china,2008
12420,gold,GameTeam,united states of america,china,2008
12421,silver,GameTeam,people's republic of china,china,2008
12422,bronze,GameTeam,people's republic of china,china,2008
12423,gold,GameTeam,united states of america,china,2008
12424,silver,GameTeam,brazil,china,2008
12425,bronze,GameTeam,brazil,china,2008
12426,gold,GameTeam,germany,china,2008
12427,silver,GameTeam,netherlands,china,2008
12428,bronze,GameTeam,denmark,china,2008
12429,gold,GameTeam,switzerland,china,2008
12430,silver,GameTeam,sweden,china,2008
12431,bronze,GameTeam,united states of america,china,2008
12432,gold,GameTeam,united states of america,china,2008
12433,silver,GameTeam,spain,china,2008
12434,bronze,GameTeam,people's republic of china,china,2008
12435,gold,GameTeam,russian federation,china,2008
12436,silver,GameTeam,people's republic of china,china,2008
12437,bronze,GameTeam,belarus,china,2008
12438,gold,GameTeam,people's republic of china,china,2008
12439,silver,GameTeam,singapore,china,2008
12440,bronze,GameTeam,republic of korea,china,2008
12441,gold,GameTeam,people's republic of china,china,2008
12442,silver,GameTeam,germany,china,2008
12443,bronze,GameTeam,republic of korea,china,2008
12444,gold,GameTeam,united states of america,china,2008
12445,silver,GameTeam,australia,china,2008
12446,bronze,GameTeam,russian federation,china,2008
12447,gold,GameTeam,united states of america,china,2008
12448,silver,GameTeam,spain,china,2008
12449,bronze,GameTeam,argentina,china,2008
12450,gold,GameTeam,hungary,china,2008
12451,silver,GameTeam,poland,china,2008
12452,bronze,GameTeam,france,china,2008
12453,gold,GameTeam,people's republic of china,china,2008
12454,silver,GameTeam,russian federation,china,2008
12455,bronze,GameTeam,germany,china,2008
12456,gold,GameTeam,belarus,china,2008
12457,silver,GameTeam,germany,china,2008
12458,bronze,GameTeam,hungary,china,2008
12459,gold,GameTeam,belarus,china,2008
12460,silver,GameTeam,slovakia,china,2008
12461,bronze,GameTeam,germany,china,2008
12462,gold,GameTeam,germany,china,2008
12463,silver,GameTeam,denmark,china,2008
12464,bronze,GameTeam,italy,china,2008
12465,gold,GameTeam,spain,china,2008
12466,silver,GameTeam,germany,china,2008
12467,bronze,GameTeam,belarus,china,2008
12468,gold,GameTeam,germany,china,2008
12469,silver,GameTeam,hungary,china,2008
12470,bronze,GameTeam,australia,china,2008
12471,gold,GameTeam,great britain,china,2008
12472,silver,GameTeam,denmark,china,2008
12473,bronze,GameTeam,new zealand,china,2008
12474,gold,GameTeam,argentina,china,2008
12475,silver,GameTeam,spain,china,2008
12476,bronze,GameTeam,russian federation,china,2008
12477,gold,GameTeam,great britain,china,2008
12478,silver,GameTeam,france,china,2008
12479,bronze,GameTeam,germany,china,2008
12480,gold,GameTeam,australia,china,2008
12481,silver,GameTeam,united states of america,china,2008
12482,bronze,GameTeam,people's republic of china,china,2008
12483,gold,GameTeam,united states of america,china,2008
12484,silver,GameTeam,russian federation,china,2008
12485,bronze,GameTeam,australia,china,2008
12486,gold,GameTeam,united states of america,china,2008
12487,silver,GameTeam,australia,china,2008
12488,bronze,GameTeam,japan,china,2008
12489,gold,GameTeam,netherlands,china,2008
12490,silver,GameTeam,united states of america,china,2008
12491,bronze,GameTeam,australia,china,2008
12492,gold,GameTeam,australia,china,2008
12493,silver,GameTeam,people's republic of china,china,2008
12494,bronze,GameTeam,united states of america,china,2008
12495,gold,GameTeam,united states of america,china,2008
12496,silver,GameTeam,france,china,2008
12497,bronze,GameTeam,australia,china,2008
12498,gold,GameTeam,slovakia,china,2008
12499,silver,GameTeam,czech republic,china,2008
12500,bronze,GameTeam,russian federation,china,2008
12501,gold,GameTeam,argentina,china,2008
12502,silver,GameTeam,nigeria,china,2008
12503,bronze,GameTeam,brazil,china,2008
12504,gold,GameTeam,united states of america,china,2008
12505,silver,GameTeam,brazil,china,2008
12506,bronze,GameTeam,germany,china,2008
12507,gold,GameTeam,people's republic of china,china,2008
12508,silver,GameTeam,united states of america,china,2008
12509,bronze,GameTeam,romania,china,2008
12510,gold,GameTeam,people's republic of china,china,2008
12511,silver,GameTeam,japan,china,2008
12512,bronze,GameTeam,united states of america,china,2008
12513,gold,GameTeam,denmark,greece,2004
12514,silver,GameTeam,australia,greece,2004
12515,bronze,GameTeam,italy,greece,2004
12516,gold,GameTeam,australia,greece,2004
12517,silver,GameTeam,croatia,greece,2004
12518,bronze,GameTeam,south africa,greece,2004
12519,gold,GameTeam,great britain,greece,2004
12520,silver,GameTeam,canada,greece,2004
12521,bronze,GameTeam,italy,greece,2004
12522,gold,GameTeam,france,greece,2004
12523,silver,GameTeam,slovenia,greece,2004
12524,bronze,GameTeam,italy,greece,2004
12525,gold,GameTeam,romania,greece,2004
12526,silver,GameTeam,united states of america,greece,2004
12527,bronze,GameTeam,netherlands,greece,2004
12528,gold,GameTeam,poland,greece,2004
12529,silver,GameTeam,france,greece,2004
12530,bronze,GameTeam,greece,greece,2004
12531,gold,GameTeam,romania,greece,2004
12532,silver,GameTeam,great britain,greece,2004
12533,bronze,GameTeam,belarus,greece,2004
12534,gold,GameTeam,germany,greece,2004
12535,silver,GameTeam,great britain,greece,2004
12536,bronze,GameTeam,australia,greece,2004
12537,gold,GameTeam,united states of america,greece,2004
12538,silver,GameTeam,netherlands,greece,2004
12539,bronze,GameTeam,australia,greece,2004
12540,gold,GameTeam,russian federation,greece,2004
12541,silver,GameTeam,czech republic,greece,2004
12542,bronze,GameTeam,ukraine,greece,2004
12543,gold,GameTeam,new zealand,greece,2004
12544,silver,GameTeam,germany,greece,2004
12545,bronze,GameTeam,great britain,greece,2004
12546,gold,GameTeam,romania,greece,2004
12547,silver,GameTeam,germany,greece,2004
12548,bronze,GameTeam,netherlands,greece,2004
12549,gold,GameTeam,united states of america,greece,2004
12550,silver,GameTeam,australia,greece,2004
12551,bronze,GameTeam,russian federation,greece,2004
12552,gold,GameTeam,argentina,greece,2004
12553,silver,GameTeam,italy,greece,2004
12554,bronze,GameTeam,united states of america,greece,2004
12555,gold,GameTeam,united states of america,greece,2004
12556,silver,GameTeam,russian federation,greece,2004
12557,bronze,GameTeam,jamaica,greece,2004
12558,gold,GameTeam,great britain,greece,2004
12559,silver,GameTeam,united states of america,greece,2004
12560,bronze,GameTeam,nigeria,greece,2004
12561,gold,GameTeam,united states of america,greece,2004
12562,silver,GameTeam,australia,greece,2004
12563,bronze,GameTeam,nigeria,greece,2004
12564,gold,GameTeam,jamaica,greece,2004
12565,silver,GameTeam,russian federation,greece,2004
12566,bronze,GameTeam,france,greece,2004
12567,gold,GameTeam,france,greece,2004
12568,silver,GameTeam,great britain,greece,2004
12569,bronze,GameTeam,united states of america,greece,2004
12570,gold,GameTeam,people's republic of china,greece,2004
12571,silver,GameTeam,republic of korea,greece,2004
12572,bronze,GameTeam,people's republic of china,greece,2004
12573,gold,GameTeam,people's republic of china,greece,2004
12574,silver,GameTeam,"hong kong, china",greece,2004
12575,bronze,GameTeam,denmark,greece,2004
12576,gold,GameTeam,australia,greece,2004
12577,silver,GameTeam,great britain,greece,2004
12578,bronze,GameTeam,spain,greece,2004
12579,gold,GameTeam,australia,greece,2004
12580,silver,GameTeam,switzerland,greece,2004
12581,bronze,GameTeam,great britain,greece,2004
12582,gold,GameTeam,germany,greece,2004
12583,silver,GameTeam,japan,greece,2004
12584,bronze,GameTeam,france,greece,2004
12585,gold,GameTeam,germany,greece,2004
12586,silver,GameTeam,spain,greece,2004
12587,bronze,GameTeam,united states of america,greece,2004
12588,gold,GameTeam,united states of america,greece,2004
12589,silver,GameTeam,germany,greece,2004
12590,bronze,GameTeam,japan,greece,2004
12591,gold,GameTeam,australia,greece,2004
12592,silver,GameTeam,united states of america,greece,2004
12593,bronze,GameTeam,germany,greece,2004
12594,gold,GameTeam,australia,greece,2004
12595,silver,GameTeam,united states of america,greece,2004
12596,bronze,GameTeam,netherlands,greece,2004
12597,gold,GameTeam,south africa,greece,2004
12598,silver,GameTeam,netherlands,greece,2004
12599,bronze,GameTeam,united states of america,greece,2004
12600,gold,GameTeam,united states of america,greece,2004
12601,silver,GameTeam,australia,greece,2004
12602,bronze,GameTeam,italy,greece,2004
12603,gold,GameTeam,united states of america,greece,2004
12604,silver,GameTeam,people's republic of china,greece,2004
12605,bronze,GameTeam,germany,greece,2004
12606,gold,GameTeam,brazil,greece,2004
12607,silver,GameTeam,italy,greece,2004
12608,bronze,GameTeam,russian federation,greece,2004
12609,gold,GameTeam,people's republic of china,greece,2004
12610,silver,GameTeam,russian federation,greece,2004
12611,bronze,GameTeam,cuba,greece,2004
12612,gold,GameTeam,argentina,greece,2004
12613,silver,GameTeam,paraguay,greece,2004
12614,bronze,GameTeam,italy,greece,2004
12615,gold,GameTeam,united states of america,greece,2004
12616,silver,GameTeam,brazil,greece,2004
12617,bronze,GameTeam,germany,greece,2004
12618,gold,GameTeam,republic of korea,greece,2004
12619,silver,GameTeam,chinese taipei,greece,2004
12620,bronze,GameTeam,ukraine,greece,2004
12621,gold,GameTeam,republic of korea,greece,2004
12622,silver,GameTeam,people's republic of china,greece,2004
12623,bronze,GameTeam,chinese taipei,greece,2004
12624,gold,GameTeam,russian federation,greece,2004
12625,silver,GameTeam,italy,greece,2004
12626,bronze,GameTeam,bulgaria,greece,2004
12627,gold,GameTeam,people's republic of china,greece,2004
12628,silver,GameTeam,spain,greece,2004
12629,bronze,GameTeam,argentina,greece,2004
12630,gold,GameTeam,chile,greece,2004
12631,silver,GameTeam,germany,greece,2004
12632,bronze,GameTeam,croatia,greece,2004
12633,gold,GameTeam,united states of america,greece,2004
12634,silver,GameTeam,sweden,greece,2004
12635,bronze,GameTeam,germany,greece,2004
12636,gold,GameTeam,romania,greece,2004
12637,silver,GameTeam,united states of america,greece,2004
12638,bronze,GameTeam,russian federation,greece,2004
12639,gold,GameTeam,japan,greece,2004
12640,silver,GameTeam,united states of america,greece,2004
12641,bronze,GameTeam,romania,greece,2004
12642,gold,GameTeam,germany,greece,2004
12643,silver,GameTeam,netherlands,greece,2004
12644,bronze,GameTeam,argentina,greece,2004
12645,gold,GameTeam,australia,greece,2004
12646,silver,GameTeam,netherlands,greece,2004
12647,bronze,GameTeam,germany,greece,2004
12648,gold,GameTeam,france,greece,2004
12649,silver,GameTeam,italy,greece,2004
12650,bronze,GameTeam,russian federation,greece,2004
12651,gold,GameTeam,france,greece,2004
12652,silver,GameTeam,hungary,greece,2004
12653,bronze,GameTeam,germany,greece,2004
12654,gold,GameTeam,russian federation,greece,2004
12655,silver,GameTeam,germany,greece,2004
12656,bronze,GameTeam,france,greece,2004
12657,gold,GameTeam,italy,greece,2004
12658,silver,GameTeam,people's republic of china,greece,2004
12659,bronze,GameTeam,russian federation,greece,2004
12660,gold,GameTeam,slovakia,greece,2004
12661,silver,GameTeam,germany,greece,2004
12662,bronze,GameTeam,czech republic,greece,2004
12663,gold,GameTeam,people's republic of china,greece,2004
12664,silver,GameTeam,great britain,greece,2004
12665,bronze,GameTeam,denmark,greece,2004
12666,gold,GameTeam,people's republic of china,greece,2004
12667,silver,GameTeam,people's republic of china,greece,2004
12668,bronze,GameTeam,republic of korea,greece,2004
12669,gold,GameTeam,republic of korea,greece,2004
12670,silver,GameTeam,republic of korea,greece,2004
12671,bronze,GameTeam,indonesia,greece,2004
12672,gold,GameTeam,italy,greece,2004
12673,silver,GameTeam,greece,greece,2004
12674,bronze,GameTeam,united states of america,greece,2004
12675,gold,GameTeam,hungary,greece,2004
12676,silver,GameTeam,serbia and montenegro,greece,2004
12677,bronze,GameTeam,russian federation,greece,2004
12678,gold,GameTeam,brazil,greece,2004
12679,silver,GameTeam,spain,greece,2004
12680,bronze,GameTeam,switzerland,greece,2004
12681,gold,GameTeam,united states of america,greece,2004
12682,silver,GameTeam,brazil,greece,2004
12683,bronze,GameTeam,united states of america,greece,2004
12684,gold,GameTeam,spain,greece,2004
12685,silver,GameTeam,ukraine,greece,2004
12686,bronze,GameTeam,great britain,greece,2004
12687,gold,GameTeam,greece,greece,2004
12688,silver,GameTeam,spain,greece,2004
12689,bronze,GameTeam,sweden,greece,2004
12690,gold,GameTeam,brazil,greece,2004
12691,silver,GameTeam,canada,greece,2004
12692,bronze,GameTeam,france,greece,2004
12693,gold,GameTeam,austria,greece,2004
12694,silver,GameTeam,united states of america,greece,2004
12695,bronze,GameTeam,argentina,greece,2004
12696,gold,GameTeam,united states of america,greece,2004
12697,silver,GameTeam,great britain,greece,2004
12698,bronze,GameTeam,japan,greece,2004
12699,gold,GameTeam,great britain,greece,2004
12700,silver,GameTeam,ukraine,greece,2004
12701,bronze,GameTeam,denmark,greece,2004
12702,gold,GameTeam,people's republic of china,greece,2004
12703,silver,GameTeam,russian federation,greece,2004
12704,bronze,GameTeam,australia,greece,2004
12705,gold,GameTeam,people's republic of china,greece,2004
12706,silver,GameTeam,great britain,greece,2004
12707,bronze,GameTeam,australia,greece,2004
12708,gold,GameTeam,people's republic of china,greece,2004
12709,silver,GameTeam,russian federation,greece,2004
12710,bronze,GameTeam,canada,greece,2004
12711,gold,GameTeam,greece,greece,2004
12712,silver,GameTeam,germany,greece,2004
12713,bronze,GameTeam,australia,greece,2004
12714,gold,GameTeam,germany,greece,2004
12715,silver,GameTeam,russian federation,greece,2004
12716,bronze,GameTeam,hungary,greece,2004
12717,gold,GameTeam,hungary,greece,2004
12718,silver,GameTeam,germany,greece,2004
12719,bronze,GameTeam,slovakia,greece,2004
12720,gold,GameTeam,germany,greece,2004
12721,silver,GameTeam,australia,greece,2004
12722,bronze,GameTeam,belarus,greece,2004
12723,gold,GameTeam,hungary,greece,2004
12724,silver,GameTeam,germany,greece,2004
12725,bronze,GameTeam,poland,greece,2004
12726,gold,GameTeam,sweden,greece,2004
12727,silver,GameTeam,italy,greece,2004
12728,bronze,GameTeam,norway,greece,2004
12729,gold,GameTeam,germany,greece,2004
12730,silver,GameTeam,hungary,greece,2004
12731,bronze,GameTeam,ukraine,greece,2004
12732,gold,GameTeam,people's republic of china,greece,2004
12733,silver,GameTeam,cuba,greece,2004
12734,bronze,GameTeam,russian federation,greece,2004
12735,gold,GameTeam,cuba,greece,2004
12736,silver,GameTeam,australia,greece,2004
12737,bronze,GameTeam,japan,greece,2004
12738,gold,GameTeam,united states of america,greece,2004
12739,silver,GameTeam,australia,greece,2004
12740,bronze,GameTeam,japan,greece,2004
12741,gold,GameTeam,denmark,greece,2004
12742,silver,GameTeam,republic of korea,greece,2004
12743,bronze,GameTeam,ukraine,greece,2004
12744,gold,GameTeam,croatia,greece,2004
12745,silver,GameTeam,germany,greece,2004
12746,bronze,GameTeam,russian federation,greece,2004
12747,gold,GameTeam,russian federation,greece,2004
12748,silver,GameTeam,japan,greece,2004
12749,bronze,GameTeam,united states of america,greece,2004
12750,gold,GameTeam,russian federation,greece,2004
12751,silver,GameTeam,japan,greece,2004
12752,bronze,GameTeam,united states of america,greece,2004
12753,gold,GameTeam,slovakia,australia,2000
12754,silver,GameTeam,poland,australia,2000
12755,bronze,GameTeam,czech republic,australia,2000
12756,gold,GameTeam,australia,australia,2000
12757,silver,GameTeam,argentina,australia,2000
12758,bronze,GameTeam,netherlands,australia,2000
12759,gold,GameTeam,netherlands,australia,2000
12760,silver,GameTeam,republic of korea,australia,2000
12761,bronze,GameTeam,australia,australia,2000
12762,gold,GameTeam,italy,australia,2000
12763,silver,GameTeam,france,australia,2000
12764,bronze,GameTeam,cuba,australia,2000
12765,gold,GameTeam,russian federation,australia,2000
12766,silver,GameTeam,france,australia,2000
12767,bronze,GameTeam,germany,australia,2000
12768,gold,GameTeam,italy,australia,2000
12769,silver,GameTeam,poland,australia,2000
12770,bronze,GameTeam,germany,australia,2000
12771,gold,GameTeam,france,australia,2000
12772,silver,GameTeam,people's republic of china,australia,2000
12773,bronze,GameTeam,italy,australia,2000
12774,gold,GameTeam,russian federation,australia,2000
12775,silver,GameTeam,switzerland,australia,2000
12776,bronze,GameTeam,people's republic of china,australia,2000
12777,gold,GameTeam,germany,australia,2000
12778,silver,GameTeam,netherlands,australia,2000
12779,bronze,GameTeam,united states of america,australia,2000
12780,gold,GameTeam,cuba,australia,2000
12781,silver,GameTeam,russian federation,australia,2000
12782,bronze,GameTeam,brazil,australia,2000
12783,gold,GameTeam,serbia and montenegro,australia,2000
12784,silver,GameTeam,russian federation,australia,2000
12785,bronze,GameTeam,italy,australia,2000
12786,gold,GameTeam,germany,australia,2000
12787,silver,GameTeam,ukraine,australia,2000
12788,bronze,GameTeam,great britain,australia,2000
12789,gold,GameTeam,australia,australia,2000
12790,silver,GameTeam,belgium,australia,2000
12791,bronze,GameTeam,italy,australia,2000
12792,gold,GameTeam,france,australia,2000
12793,silver,GameTeam,great britain,australia,2000
12794,bronze,GameTeam,australia,australia,2000
12795,gold,GameTeam,people's republic of china,australia,2000
12796,silver,GameTeam,people's republic of china,australia,2000
12797,bronze,GameTeam,france,australia,2000
12798,gold,GameTeam,people's republic of china,australia,2000
12799,silver,GameTeam,people's republic of china,australia,2000
12800,bronze,GameTeam,republic of korea,australia,2000
12801,gold,GameTeam,germany,australia,2000
12802,silver,GameTeam,switzerland,australia,2000
12803,bronze,GameTeam,brazil,australia,2000
12804,gold,GameTeam,australia,australia,2000
12805,silver,GameTeam,united states of america,australia,2000
12806,bronze,GameTeam,russian federation,australia,2000
12807,gold,GameTeam,hungary,australia,2000
12808,silver,GameTeam,russian federation,australia,2000
12809,bronze,GameTeam,serbia and montenegro,australia,2000
12810,gold,GameTeam,romania,australia,2000
12811,silver,GameTeam,russian federation,australia,2000
12812,bronze,GameTeam,united states of america,australia,2000
12813,gold,GameTeam,people's republic of china,australia,2000
12814,silver,GameTeam,ukraine,australia,2000
12815,bronze,GameTeam,russian federation,australia,2000
12816,gold,GameTeam,norway,australia,2000
12817,silver,GameTeam,united states of america,australia,2000
12818,bronze,GameTeam,germany,australia,2000
12819,gold,GameTeam,cameroon,australia,2000
12820,silver,GameTeam,spain,australia,2000
12821,bronze,GameTeam,chile,australia,2000
12822,gold,GameTeam,germany,australia,2000
12823,silver,GameTeam,hungary,australia,2000
12824,bronze,GameTeam,romania,australia,2000
12825,gold,GameTeam,hungary,australia,2000
12826,silver,GameTeam,poland,australia,2000
12827,bronze,GameTeam,romania,australia,2000
12828,gold,GameTeam,italy,australia,2000
12829,silver,GameTeam,sweden,australia,2000
12830,bronze,GameTeam,hungary,australia,2000
12831,gold,GameTeam,germany,australia,2000
12832,silver,GameTeam,hungary,australia,2000
12833,bronze,GameTeam,poland,australia,2000
12834,gold,GameTeam,hungary,australia,2000
12835,silver,GameTeam,australia,australia,2000
12836,bronze,GameTeam,germany,australia,2000
12837,gold,GameTeam,hungary,australia,2000
12838,silver,GameTeam,germany,australia,2000
12839,bronze,GameTeam,poland,australia,2000
12840,gold,GameTeam,romania,australia,2000
12841,silver,GameTeam,cuba,australia,2000
12842,bronze,GameTeam,germany,australia,2000
12843,gold,GameTeam,indonesia,australia,2000
12844,silver,GameTeam,republic of korea,australia,2000
12845,bronze,GameTeam,republic of korea,australia,2000
12846,gold,GameTeam,people's republic of china,australia,2000
12847,silver,GameTeam,people's republic of china,australia,2000
12848,bronze,GameTeam,people's republic of china,australia,2000
12849,gold,GameTeam,people's republic of china,australia,2000
12850,silver,GameTeam,indonesia,australia,2000
12851,bronze,GameTeam,great britain,australia,2000
12852,gold,GameTeam,australia,australia,2000
12853,silver,GameTeam,brazil,australia,2000
12854,bronze,GameTeam,brazil,australia,2000
12855,gold,GameTeam,united states of america,australia,2000
12856,silver,GameTeam,brazil,australia,2000
12857,bronze,GameTeam,germany,australia,2000
12858,gold,GameTeam,russian federation,australia,2000
12859,silver,GameTeam,people's republic of china,australia,2000
12860,bronze,GameTeam,ukraine,australia,2000
12861,gold,GameTeam,people's republic of china,australia,2000
12862,silver,GameTeam,canada,australia,2000
12863,bronze,GameTeam,australia,australia,2000
12864,gold,GameTeam,people's republic of china,australia,2000
12865,silver,GameTeam,russian federation,australia,2000
12866,bronze,GameTeam,australia,australia,2000
12867,gold,GameTeam,russian federation,australia,2000
12868,silver,GameTeam,people's republic of china,australia,2000
12869,bronze,GameTeam,germany,australia,2000
12870,gold,GameTeam,united states of america,australia,2000
12871,silver,GameTeam,japan,australia,2000
12872,bronze,GameTeam,australia,australia,2000
12873,gold,GameTeam,russian federation,australia,2000
12874,silver,GameTeam,belarus,australia,2000
12875,bronze,GameTeam,greece,australia,2000
12876,gold,GameTeam,australia,australia,2000
12877,silver,GameTeam,great britain,australia,2000
12878,bronze,GameTeam,united states of america,australia,2000
12879,gold,GameTeam,great britain,australia,2000
12880,silver,GameTeam,australia,australia,2000
12881,bronze,GameTeam,croatia,australia,2000
12882,gold,GameTeam,italy,australia,2000
12883,silver,GameTeam,netherlands,australia,2000
12884,bronze,GameTeam,germany,australia,2000
12885,gold,GameTeam,romania,australia,2000
12886,silver,GameTeam,germany,australia,2000
12887,bronze,GameTeam,united states of america,australia,2000
12888,gold,GameTeam,romania,australia,2000
12889,silver,GameTeam,australia,australia,2000
12890,bronze,GameTeam,united states of america,australia,2000
12891,gold,GameTeam,france,australia,2000
12892,silver,GameTeam,australia,australia,2000
12893,bronze,GameTeam,denmark,australia,2000
12894,gold,GameTeam,germany,australia,2000
12895,silver,GameTeam,great britain,australia,2000
12896,bronze,GameTeam,russian federation,australia,2000
12897,gold,GameTeam,france,australia,2000
12898,silver,GameTeam,united states of america,australia,2000
12899,bronze,GameTeam,australia,australia,2000
12900,gold,GameTeam,slovenia,australia,2000
12901,silver,GameTeam,norway,australia,2000
12902,bronze,GameTeam,italy,australia,2000
12903,gold,GameTeam,poland,australia,2000
12904,silver,GameTeam,italy,australia,2000
12905,bronze,GameTeam,france,australia,2000
12906,gold,GameTeam,germany,australia,2000
12907,silver,GameTeam,netherlands,australia,2000
12908,bronze,GameTeam,lithuania,australia,2000
12909,gold,GameTeam,romania,australia,2000
12910,silver,GameTeam,netherlands,australia,2000
12911,bronze,GameTeam,canada,australia,2000
12912,gold,GameTeam,great britain,australia,2000
12913,silver,GameTeam,italy,australia,2000
12914,bronze,GameTeam,australia,australia,2000
12915,gold,GameTeam,russian federation,australia,2000
